entity_key,canonical_name,locations,size_tier,n_states,states,primary_state,loc_employees_sum,loc_sales_sum,corp_employees,corp_sales,year_established,school,special_needs,charter,parents,website,phone,lead_exec,hq,sample_address,name_variants,nontarget_reason,review_flag,gov_flag,credit_score,is_target
LAIDLAW TRANSIT SERVICE,Laidlaw Transit Svc Inc,7,mid(6-14),6,"NJ,CA,NC,NY,OH,PA",NJ,305,27360000,0,0,2006,1,1,1,,Laidlawtransit.Com,(559) 443-5664,Joe Pollock (Manager),"Fresno, CA","1330 E El Dorado St, Fresno, CA 93706",Laidlaw Transit Svc Inc(5); Laidlaw Transit Svc(2),national-platform,,0,A,0
TRANSPORTATION OFFICE,Transportation Office,7,mid(6-14),5,"OH,KS,MI,MO,TX",OH,461,21128000,0,0,2002,1,0,0,,Kckschools.Org,(913) 627-3100,Jan Willie (Finance Exec),"Kansas City, KS","6126 Parallel Pkwy, Kansas City, KS 66102",Transportation Office(7),,,0,A+,1
MONARK STUDENT TRANSPORTATION,Monark Student Trnsprtn Corp,7,mid(6-14),1,PA,PA,124,13632000,0,0,2019,1,0,0,,Monarktrans.Com,(724) 264-4424,Connie Davis (Manager),"Grove City, PA","20 Eastgate Industrial Dr, Grove City, PA 16127",Monark Student Trnsprtn Corp(4); Monark Student Transportation(3),,,0,B,1
CONSOLIDATED SCHOOL DISTRICT 158,Consolidated School Dist 158,7,mid(6-14),6,"IL,NY,UT,VA,WA,WI",IL,290,12528000,0,0,,1,0,0,,District158.Org,Not Available,,"Crystal Lake, IL","300 Commerce Dr, Crystal Lake, IL 60014",Consolidated School Dist 158(7),,,0,A+,1
SCHOOL TRANSPORTATION,School Transportation,7,mid(6-14),5,"CA,AL,OH,VA,WY",CA,284,12206000,0,0,,1,0,0,,Mjusd.Com,(256) 770-4228,Edward Sturkie (Manager),"Anniston, AL","512 S Wilmer Ave, Anniston, AL 36201",School Transportation(7),,,0,B+,1
GRAY LINE WORLDWIDE,Gray Line,7,mid(6-14),5,"AK,CA,MA,OR,TX",AK,63,9865000,0,0,1903,0,0,1,GRAY LINE WORLDWIDE,Grayline.Com,(907) 451-6835,Cliff Rosell (Manager),,,Gray Line(2); Gray Line Anchorage(1); Gray Line Fairbanks(1); Gray Line Boston(1),,,0,A,1
EL CAMINO CHARTER LINES,El Camino Charter Lines Inc,7,mid(6-14),2,"CA,NV",CA,78,8882000,0,0,1962,0,0,1,,Elcaminotrailways.Com,(510) 568-0256,Kumar Shah (Chairman),"South San Francisco, CA","212 Shaw Rd # 2, South San Francisco, CA 94080",El Camino Charter Lines Inc(4); El Camino Charter Lines(3),,,0,A,1
OLD SCHOOL TRANSPORTATION,Old School Transportation LLC,7,mid(6-14),5,"LA,TX,AZ,IL,NC",LA,182,8774000,0,0,2021,1,0,0,,,Not Available,Javier Hernandez (Other),"Mesa, AZ","6547 E Main St, Mesa, AZ 85205",Old School Transportation LLC(3); Old School Transportation(2); Old School Transportation Inc(2),,,0,A+,1
USA BUS CHARTER,USA Bus Charter Inc,7,mid(6-14),3,"AZ,CA,NV",AZ,88,8570000,0,0,1983,0,0,1,,Usabuscharter.Com,(623) 536-2774,Steve Martin (Owner),"Avondale, AZ","13055 W Mcdowell Rd, Avondale, AZ 85392",USA Bus Charter Inc(5); USA Bus Charter(2),,,0,B+,1
PALMER BUS SERVICE,Palmer Bus Svc,7,mid(6-14),1,MN,MN,190,8277000,0,0,1999,1,0,1,,Palmerbusservice.Com,(507) 433-8586,Roger Stahl (Manager),"Austin, MN","1204 23rd Ave SW, Austin, MN 55912",Palmer Bus Svc(4); Palmer Bus Svc Inc(3),,,0,C+,1
LEEWAY TOURS,Leeway Tours,7,mid(6-14),4,"SC,FL,GA,NC",SC,48,4452000,0,0,,0,0,1,,Leewaytours.Com,(904) 858-1516,Tiga Lee (Owner),"Columbia, SC","2042 Watermark Pl, Columbia, SC 29210",Leeway Tours(7),,,0,B+,1
COMMON GROUND ALLIANCE,Common Ground Alliance,7,mid(6-14),6,"CA,GA,IN,MI,OH,UT",CA,30,3226000,0,0,2000,0,0,1,,Commongroundalliance.Com,(925) 798-9504,,"Antioch, CA","3813 Killdeer Dr, Antioch, CA 94509",Common Ground Alliance(7),,,0,A,1
MIKE S LIMOUSINE LUXURY,Mike's Limousine Luxury,7,mid(6-14),2,"GA,FL",GA,21,1717000,0,0,,0,0,1,,Limomike.Com,(386) 269-7451,,,,Mike's Limousine Luxury(7),,,0,B,1
LAIDLAW EDUCATIONAL SERVICE,Laidlaw Educational Svc,6,mid(6-14),5,"TN,CA,OH,PA,WA",TN,949,96050000,0,0,,1,0,1,,Firststudentinc.Com,(323) 967-0402,Kay Davis (Manager),"Los Angeles, CA","5950 S St Andrews Pl, Los Angeles, CA 90047",Laidlaw Educational Svc(6),national-platform,,0,B,0
DEAN TRANSPORTATION,Dean Transportation,6,mid(6-14),1,MI,MI,495,26260000,0,0,1969,1,1,1,,Deandifference.Com,(616) 885-1657,Cynthia Bourdon (Director),"Grand Rapids, MI","4155 Trade Dr SE, Grand Rapids, MI 49508",Dean Transportation(5); Dean Transportation Inc(1),,,0,A,1
MINNESOTA COACHES,Minnesota Coaches Inc,6,mid(6-14),1,MN,MN,186,13510000,0,0,1929,1,0,1,,Minnesotacoaches.Com,(612) 238-2120,Manfred Litzenberger (Manager),"Minneapolis, MN","2623 Kennedy St NE, Minneapolis, MN 55413",Minnesota Coaches Inc(4); Minnesota Coaches(2),,,0,B,1
DEE BUS SERVICE,Dee Bus Svc Inc,6,mid(6-14),2,"MA,WV",MA,176,13426000,0,0,,1,1,1,,Nrsd.Net,(978) 448-3322,Donna Hunter (Manager),"Pepperell, MA","11 South Rd, Pepperell, MA 01463",Dee Bus Svc Inc(4); Dee Bus Svc(2),,,0,A,1
COMMUNITY BUS SERVICE,Community Bus Svc Inc,6,mid(6-14),1,OH,OH,178,9783000,0,0,,1,0,1,,Com-Bus.Com,(614) 486-4180,Kathy Laughlin (HR Executive),"Columbus, OH","1160 Alum Creek Dr, Columbus, OH 43209",Community Bus Svc Inc(4); Community Bus Svc(2),,,0,A+,1
ARIZONA BUS CTR,Arizona Bus Ctr,6,mid(6-14),4,"AZ,MO,PA,TX",AZ,174,8448000,0,0,,1,0,0,,Arizonabuscenter.Com,(602) 254-9241,Don Sword (President),"Phoenix, AZ","2202 S Central Ave, Phoenix, AZ 85004",Arizona Bus Ctr(3); Arizona Bus Ctr LLC(3),,,0,A,1
CONCORD COACH LINES,Concord Coach Lines,6,mid(6-14),3,"MA,ME,NH",MA,86,7386000,0,0,,0,0,1,,Concordcoachlines.Com,Not Available,Edward Alonso (Manager),"Boston, MA","700 Atlantic Ave, Boston, MA 02110",Concord Coach Lines(6),,,0,B+,1
FIRST STUDENT TRANSPORTATION,First Student Transportation,6,mid(6-14),4,"IL,MO,NJ,PA",IL,56,6349000,0,0,,0,0,1,,Firststudentinc.Com,(217) 442-3321,Annette Orf (General Mgr),"Danville, IL","2 E Main St # 300c, Danville, IL 61832",First Student Transportation(5); First Student Trnsprtn LLC(1),national-platform,,0,B,0
FULLINGTON AUTO BUS,Fullington Auto Bus Co,6,mid(6-14),1,PA,PA,125,6164000,0,0,1908,1,0,1,,Fullington.Com,Not Available,Judy Morrow (Manager),"Hollidaysburg, PA","307 Washington Ave, Hollidaysburg, PA 16648",Fullington Auto Bus Co(3); Fullington Auto Bus Co Inc(2); Fullington Auto Bus(1),,,0,B+,1
BUTLER S BUS SERVICE,Butler's Bus Svc,6,mid(6-14),2,"NH,VT",NH,88,5179000,0,0,1970,1,0,1,,Butlersbus.Com,(603) 813-2056,Christa Davis (Manager),"Center Barnstead, NH","72 S Barnstead Rd, Center Barnstead, NH 03225",Butler's Bus Svc(6),,,0,C,1
TRANSPORTATION TECH BUS,Trans Tech Bus,6,mid(6-14),3,"OK,MN,NY",OK,112,4696000,0,0,,1,0,0,,Transtechbus.Com,Not Available,Rogelio Rivera (Other),"Saint Charles, MN","466 Saint Martin Ave, Saint Charles, MN 55972",Trans Tech Bus(5); Trans Tech Bus Corp(1),,,0,A+,1
ELITE PARTY BUS,Elite Party Bus LLC,6,mid(6-14),6,"FL,IA,KY,LA,NE,OH",FL,27,2592000,0,0,2014,0,0,1,,Elitepartybus.Com,Not Available,Eric A Stevens (Owner),"Tampa, FL","15501 Bruce B Downs Blvd, Tampa, FL 33647",Elite Party Bus LLC(4); Elite Party Bus Co LLC(1); Elite Party Buses(1),,,0,B,1
BUS SHOP,Bus Shop,6,mid(6-14),4,"MS,MN,NV,WY",MS,54,2076000,0,0,2019,1,0,0,,,Not Available,Rodger L Jeska (Manager),"Ortonville, MN","300 2nd St SE, Ortonville, MN 56278",Bus Shop(6),,,0,A,1
RIDE AWAY,Ride-Away Inc,6,mid(6-14),5,"MA,FL,ME,TX,VT",MA,27,1697000,0,0,,0,1,0,,Mobilityworks.Com,Not Available,,"Tampa, FL","8706 E Broadway Ave # D, Tampa, FL 33619",Ride-Away Inc(6),,,0,B+,1
WHEELCHAIR GETAWAYS,Wheelchair Getaways,6,mid(6-14),5,"TX,CT,MA,MS,WA",TX,18,1322000,0,0,,0,1,0,,Wheelchairgetaways.Com,(203) 790-9998,Bruce Kutner (President),"Bethel, CT","32 Stony Hill Rd # 10, Bethel, CT 06801",Wheelchair Getaways(6),,,0,C+,1
ROBERTS HAWAII,Roberts Hawaii,5,small(2-5),1,HI,HI,603,37172000,1500,199865000,1941,1,0,1,ROBERTS HAWAII INC,Robertshawaii.Com,(808) 539-9400,Robert Iwamoto (CEO),"Honolulu, HI","438 Hobron Ln # 500, Honolulu, HI 96815",Roberts Hawaii(1); Roberts Hawaii Inc(1); Roberts Hawaii School Bus(1); Roberts Hawaii Tours(1),,,0,C+,1
PREMIER COACH,Premier Coach,5,small(2-5),3,"NY,NH,VT",NY,371,31131000,0,0,1952,0,0,1,,Premiercoach.Com,(802) 655-4456,Al Freddete (Manager),"Warner, NH","780 Route 103 E, Warner, NH 03278",Premier Coach(3); Premier Coach Inc(1); Premier Coach Co Inc(1),,,0,A,1
RYDER STUDENT TRANSPORTATION,Ryder Student Transportation,5,small(2-5),4,"MN,MO,OR,WI",MN,352,27012000,0,0,,1,0,1,,Ryder.Com,(952) 890-1996,Chuck Terry (Manager),"Burnsville, MN","3400 Highway 13 W, Burnsville, MN 55337",Ryder Student Transportation(5),,,0,A+,1
FIRSTGROUP AMERICA,Firstgroup America Inc,5,small(2-5),4,"IL,MA,OH,WA",IL,468,24692000,0,0,,1,0,0,,Firstgroupplc.Com,(708) 755-5791,Katherine Cooper (Manager),"Glenwood, IL","19200 Glenwood Chicago Hts Rd, Glenwood, IL 60425",Firstgroup America Inc(3); Firstgroup America(2),national-platform,,0,A,0
RAMBLIN EXPRESS,Ramblin Express,5,small(2-5),1,CO,CO,212,20160000,0,0,1993,0,0,1,,Casinoshuttle.Com,(719) 545-8687,Richard Hardman (Exec Officer),"Arvada, CO","7330 W 52nd Ave # T, Arvada, CO 80002",Ramblin Express(5),,,0,A,1
ROHRER BUS SERVICE,Rohrer Bus Svc,5,small(2-5),1,PA,PA,257,14438000,0,0,,1,0,1,,Rohrerbus.Com,(717) 218-9651,Terryl Payne (Manager),"Boiling Springs, PA","4 Forge Rd, Boiling Springs, PA 17007",Rohrer Bus Svc(5),,,0,A,1
PETERMANN,Petermann,5,small(2-5),1,OH,OH,246,13426000,0,0,,1,0,1,,Petermannbus.Com,Not Available,Jeff Robertson (Manager),"Akron, OH","1033 Kelly Ave, Akron, OH 44306",Petermann(5),,,0,B,1
ANNETT BUS LINES,Annett Bus Lines,5,small(2-5),2,"FL,GA",FL,152,12358000,0,0,1976,0,0,1,,Annettbuslines.Com,(904) 778-2331,Andre Barrett (Other),"Jacksonville, FL","7451 Wilson Blvd # 904, Jacksonville, FL 32210",Annett Bus Lines(5),,,0,B,1
SAFEWAY TRANSPORTATION,Safeway Transportation,5,small(2-5),5,"MI,MN,MS,NH,WI",MI,116,11315000,0,0,1975,0,1,1,,Safewaytransportation.Com,(313) 892-1350,Patricia Whitlow (President),"Hamtramck, MI","13469 Conant St, Hamtramck, MI 48212",Safeway Transportation(3); Safeway Transportation LLC(1); Safeway Trans(1),,,0,A,1
DELTA CHARTER BUS,Delta Charter Bus,5,small(2-5),1,CA,CA,121,11168000,0,0,,0,0,1,,Deltacharterbus.Com,(510) 859-3956,Jim Fousc (Owner),"Stockton, CA","2525 Stern Pl, Stockton, CA 95206",Delta Charter Bus(5),,,0,B+,1
RUSH ENTERPRISES,Rush Bus Ctr,5,small(2-5),1,TX,TX,104,11060000,0,0,,0,0,1,RUSH ENTERPRISES INC,Rushtruckcenters.Com,(281) 260-0161,Joe Walls (General Mgr),,,Rush Bus Ctr(1); Rush Bus Ctr Of TX(1); Rush Bus Ctr-Arlington(1); Rush Bus Ctr-Houston(1),,,0,A,1
TAYLOR MOTORS,Taylor Motors Inc,5,small(2-5),3,"KY,GA,TN",KY,132,10226000,0,0,,1,0,1,,Taylorbus.Com,(706) 682-8500,Edalish Garcia (Manager),"Fort Benning, GA","6830 Upton Ave, Fort Benning, GA 31905",Taylor Motors Inc(5),,,0,A+,1
SOUTHWEST CHARTER LINES,Southwest Charter Lines,5,small(2-5),3,"AZ,UT,TX",AZ,101,8948000,0,0,,0,0,1,,Swcl.Com,(602) 470-1366,David Pike (Board Member),"Phoenix, AZ","3719 Dividenddr, Phoenix, AZ 85040",Southwest Charter Lines(3); Southwest Charter Lines Inc(2),,,0,B+,1
QUALITY COACH LINES,Quality Coach Lines Inc,5,small(2-5),3,"NY,GA,NV",NY,94,8676000,0,0,,0,0,1,,Qualitycoachcny.Com,(678) 610-3478,John Gallagher (Owner),"Fayetteville, GA","566 Fielding Ct, Fayetteville, GA 30215",Quality Coach Lines Inc(4); Quality Coach Lines(1),,,0,B,1
SCHOOL SERVICE LEASING,School Services & Leasing,5,small(2-5),1,MA,MA,121,8166000,0,0,,1,0,1,,,(508) 946-4066,Ray Schmuck (Manager),"Middleboro, MA","15 Spruce St, Middleboro, MA 02346",School Services & Leasing(3); School Services Leasing(2),,,0,A,1
STUDENT TRANSIT,Student Transit LLC,5,small(2-5),5,"IN,LA,MA,OH,TN",IN,41,8031000,0,0,2015,0,0,0,,Student-Transit.Com,(812) 282-9740,Damion Lundy (Manager),"Clarksville, IN","1 Sodrel Dr, Clarksville, IN 47129",Student Transit LLC(4); Student Transit Inc(1),,,0,B+,1
EDUCATIONAL BUS TRANSPORTATION,Educational Bus Trnsprtn Inc,5,small(2-5),2,"NY,OH",NY,152,6637000,0,0,,1,0,1,,Thetransgroup.Com,Not Available,,"Hillburn, NY","PO Box 975, Hillburn, NY 10931",Educational Bus Trnsprtn Inc(4); Educational Bus Transportation(1),,,0,A+,1
CANYON STATE BUS SALES,Canyon State Bus Sales Inc,5,small(2-5),3,"AZ,CA,NY",AZ,122,5552000,0,0,1957,1,0,0,,Canyonstatebus.Com,(602) 230-1515,John Barrington (General Mgr),"Glendale, AZ","5600 W Claremont St, Glendale, AZ 85301",Canyon State Bus Sales Inc(3); Canyon State Bus Sales(2),,,0,A+,1
BENNETT BENNETT TRNSP,Bennett & Bennett Trnsp INC,5,small(2-5),5,"CA,CT,FL,MO,OR",CA,99,4091000,0,0,,1,0,0,,,Not Available,,"Los Angeles, CA","2407 S Victoria Ave, Los Angeles, CA 90016",Bennett & Bennett Trnsp INC(5),,,0,B+,1
TRANSPORTATION,Transportation,5,small(2-5),5,"FL,IL,NY,PA,WI",FL,43,4024000,0,0,,1,1,1,,,(305) 466-6617,Marcello Baniro (Manager),"Aventura, FL","20533 Biscayne Blvd # 1342, Aventura, FL 33180",Transportation(1); L & L Transportation(1); C & C Transportation(1); C & C Transportation Co Inc(1),,,0,C+,1
LITTLE RICHIE BUS SERVICE,Little Richie Bus Svc Inc,5,small(2-5),1,NY,NY,85,3592000,0,0,,1,0,0,,Loganbuscompany.Com,Not Available,,"Bronx, NY","1310 Oakpoint Ave, Bronx, NY 10474",Little Richie Bus Svc Inc(5),,,0,A+,1
AMERICAN COACH LINES,American Coach Lines Inc,5,small(2-5),4,"FL,GA,NC,NH",FL,30,2891000,0,0,,0,0,1,,Americancoachlines.Com,(954) 583-4496,,"Lake Worth, FL","30 S M St, Lake Worth, FL 33460",American Coach Lines Inc(4); American Coach Lines(1),,,0,B,1
BUS STOP,Bus Stop,5,small(2-5),4,"OH,CA,MO,VA",OH,62,2784000,0,0,2015,1,0,1,,Greyhound.Com,Not Available,Nick Unkovic (Owner),"Los Angeles, CA","1615 Mcgarry St, Los Angeles, CA 90021",Bus Stop(2); Bus Stop Inc(1); Bus Stop LLC(1); Bus Stop LTD(1),,,0,A,1
BUS,Bus,5,small(2-5),3,"CA,IL,WI",CA,24,2416000,0,0,,0,0,1,,Allaboardthebus.Com,(323) 278-9383,Frank Gonzalez (Owner),"Montebello, CA","520 S Greenwood Ave, Montebello, CA 90640",Bus(3); Co Bus(2),,,0,B+,1
BUS EXPRESS,Bus Express,5,small(2-5),4,"CO,CA,KY,PA",CO,20,2334000,0,0,,0,0,1,,Caexpressbus.Com,(510) 969-7178,Larry Holle (Owner),"San Leandro, CA","151 Callan Ave, San Leandro, CA 94577",Bus Express(3); Busses Express(1); Bus Express LLC(1),,,0,B,1
STORER COACHWAYS,Storer Coachways,4,small(2-5),1,CA,CA,469,44163000,0,0,1952,0,0,1,,Storercoachways.Com,Not Available,Donald Storer (Owner),"Modesto, CA","2800 Braden Ave, Modesto, CA 95356",Storer Coachways(4),,,0,B,1
STUDENT BUS,Student Bus Co,4,small(2-5),3,"NY,NJ,TX",NY,146,26581000,0,0,1989,1,0,0,,Nysbca.Com,Not Available,John W Ely (CEO),"Fair Lawn, NJ","PO Box 1130, Fair Lawn, NJ 07410",Student Bus Co(2); Student Bus Co Inc(1); Student Bus Co LLC(1),,,0,A+,1
POSITIVE CONNECTIONS,Positive Connections,4,small(2-5),1,IL,IL,300,25981000,0,0,,0,1,1,,Ridesta.Com,(708) 333-8989,Diane Pickens (President),"Lockport, IL","2204 W 159th St, Lockport, IL 60441",Positive Connections(2); Positive Connections Inc(2),,,0,A+,1
ALLTOWN BUS SERVICE,Alltown Bus Svc Inc,4,small(2-5),1,IL,IL,281,23305000,253,63651000,,0,0,1,ALLTOWN BUS SVC INC,Alltownbus.Com,(773) 248-0090,Wayne Fordon (Director),"Skokie, IL","7300 Saint Louis Ave, Skokie, IL 60076",Alltown Bus Svc Inc(4),,,0,A+,1
FIRST SNYDER,We Care Transportation,4,small(2-5),1,NY,NY,313,21798000,0,0,2022,0,1,0,FIRST SNYDER CORP,Wecaretrans.Com,(716) 898-7900,Betty Harper (Other),,,We Care Transportation(4),,,0,A+,1
FREE ENTERPRISE SYSTEM,Free Enterprise System Inc,4,small(2-5),3,"IN,IL,KY",IN,198,19405000,0,0,1976,0,0,1,,Travelfe.Com,(708) 474-7474,Jan Jantzen (Finance Exec),"Chicago, IL","2322 S Throop St, Chicago, IL 60608",Free Enterprise System Inc(3); Free Enterprise System(1),,,0,A+,1
PEORIA CHARTER COACH,Peoria Charter Coach Co,4,small(2-5),1,IL,IL,172,16844000,0,0,,0,0,1,,Peoriacharter.Com,(800) 448-0572,Cynthia Winkler (Vice President),"Galesburg, IL","2600 NE Adams, Galesburg, IL 61401",Peoria Charter Coach Co(4),,,0,B,1
ANTELOPE VALLEY SCHOOL TRANSPORTATION,Antelope Valley Sch Trnsprtn,4,small(2-5),1,CA,CA,298,14936000,0,0,,1,0,0,,Avsta.Com,Not Available,Morris Feasler Iii (CEO),"Lancaster, CA","48303 20th St W, Lancaster, CA 93534",Antelope Valley Sch Trnsprtn(4),,,0,A+,1
DURHAM TRANSPORTATION,Durham Transportation,4,small(2-5),3,"CA,IL,TX",CA,136,14796000,0,0,1968,1,0,1,,,(562) 408-1206,Madeline Cooley (President),"Paramount, CA","8555 Flower Ave, Paramount, CA 90723",Durham Transportation(2); Durham Transp Inc(1); Durham Transportation Inc(1),,,0,A+,1
CHARTER COACH,Charter Coach,4,small(2-5),1,PR,PR,127,11343000,0,0,,0,0,1,,Chartercoachpr.Com,(787) 745-0944,Candise Sherwood (President),"Bayamon, PR","Carr 796 Km 7.0, Bayamon, PR 00957",Charter Coach(2); Charter Coach Inc(2),,,0,U,1
SIGNATURE SCHOOL BUS,Signature School Bus LLC,4,small(2-5),1,TX,TX,156,10811000,0,0,2002,1,0,1,,,(713) 688-1888,O Khaled (Manager),"Houston, TX","6010 Milwee St, Houston, TX 77092",Signature School Bus LLC(3); Signature School Bus(1),,,0,A+,1
CRAWFORD BUS SERVICE,Crawford Bus Svc Inc,4,small(2-5),1,IL,IL,191,9673000,0,0,,1,0,1,,Cookillinois.Com,(815) 432-3111,Bill Chadwick (Owner),"Watseka, IL","809 1/2 S 2nd St, Watseka, IL 60970",Crawford Bus Svc Inc(3); Crawford Bus Svc(1),,,0,B,1
QUALITY COACH,Quality Coach,4,small(2-5),2,"FL,TN",FL,91,8859000,0,0,,0,0,1,,,(954) 570-9555,Roy Minton (Owner),"Fort Lauderdale, FL","650 NW 27th Ave, Fort Lauderdale, FL 33311",Quality Coach(3); Quality Coach LLC(1),,,0,A+,1
MONTAUK STUDENT TRANSPORT,Montauk Student Transport,4,small(2-5),2,"NY,NJ",NY,149,8422000,0,0,2018,1,0,0,,,(732) 898-6230,Lovely Montago (Manager),"Bridgewater, NJ","81 Chimney Rock Rd, Bridgewater, NJ 08807",Montauk Student Transport(4),,,0,C,1
SUPER BUS,Super Bus Inc,4,small(2-5),3,"NY,FL,MA",NY,174,8341000,0,0,2015,1,0,1,,Superbusinc.Com,Not Available,,"Kissimmee, FL","PO Box 452373, Kissimmee, FL 34745",Super Bus Inc(3); Super Bus LLC(1),,,0,B+,1
MONTICELLO BUS SERVICE,Monticello Bus Svc Inc,4,small(2-5),2,"IL,MO",IL,113,8314000,0,0,,0,0,1,,,(217) 324-2716,Wayne Kruger (Owner),"Litchfield, IL","18 Skyview Dr, Litchfield, IL 62056",Monticello Bus Svc Inc(3); Monticello Bus Svc(1),,,0,A+,1
JONES SCHOOL BUS SERVICE,Jones School Bus Svc,4,small(2-5),2,"IL,WI",IL,113,8074000,0,0,2012,1,0,1,,Schoolbusfleet.Com,(815) 544-1520,Steve Christison (President),"Belvidere, IL","1111 Mckinley Ave, Belvidere, IL 61008",Jones School Bus Svc(3); Jones School Bus Svc Inc(1),,,0,A,1
FULLINGTON SCHOOL BUS,Fullington School Bus,4,small(2-5),1,PA,PA,152,7579000,0,0,1908,1,0,1,,Fullingtontours.Com,(814) 765-9709,Diane Wesesky (Manager),"Clearfield, PA","701 High Level Rd, Clearfield, PA 16830",Fullington School Bus(3); Fullington School Bus LLC(1),,,0,A,1
LX COACH BUS CHARTER,LX Coach Bus Charter Co,4,small(2-5),3,"PA,NJ,NY",PA,70,7459000,0,0,,0,0,1,,Bus.Lxcoach.Com,(732) 444-2020,Jordan Barrington (General Mgr),"Rahway, NJ","1004 US Highway 1, Rahway, NJ 07065",LX Coach Bus Charter Co(4),,,0,A,1
ABLE BUS,Able Bus Inc,4,small(2-5),1,NY,NY,145,7160000,0,0,,1,0,1,,,(718) 493-4924,Joanne Romanelli (Owner),"Brooklyn, NY","474 Marcus Garvey Blvd, Brooklyn, NY 11216",Able Bus Inc(3); Able Bus Co(1),,,0,B+,1
RITEWAY BUS SERVICE,Riteway Bus Svc Inc,4,small(2-5),2,"WI,IN",WI,163,6784000,0,0,,1,0,0,,Ritewaybus.Com,Not Available,,"Middlebury, IN","202 E Winslow St, Middlebury, IN 46540",Riteway Bus Svc Inc(4),,,0,A+,1
GOLDEN ARROW BUS SERVICE,Golden Arrow Bus Svc,4,small(2-5),3,"MO,CA,OH",MO,148,6630000,0,0,,1,0,0,,Gabs.Net,Not Available,,"Imperial Beach, CA","1041 Connecticut St, Imperial Beach, CA 91932",Golden Arrow Bus Svc(4),,,0,A+,1
ANDERSON ZURMUEHLEN CERTIFIED,Anderson Zurmuehlen Certified,4,small(2-5),2,"MT,PA",MT,159,6547000,0,0,,1,0,0,,Azworld.Com,Not Available,,"Billings, MT","739 Burlington Ave, Billings, MT 59101",Anderson Zurmuehlen Certified(4),,,0,A+,1
ADVENTURE BUS CHARTERS TOURS,Adventure Bus Charters & Tours,4,small(2-5),3,"GA,AL,NM",GA,66,6346000,0,0,,0,0,1,,Adventure-Bus.Com,(334) 887-4304,,"Auburn, AL","1449 Richland Rd, Auburn, AL 36832",Adventure Bus Charters & Tours(4),,,0,C+,1
HAWKEYE STAGES,Hawkeye Stages,4,small(2-5),1,IA,IA,83,6343000,0,0,1954,0,0,1,,Hawkeyestages.Com,(515) 255-9273,Rick Brannen (Manager),"Fort Dodge, IA","2911 7th Ave S, Fort Dodge, IA 50501",Hawkeye Stages(3); Hawkeye Stages Inc(1),,,0,A,1
GREYHOUND LINES,Greyhound Lines Inc,4,small(2-5),3,"FL,IN,LA",FL,64,5456000,0,0,2025,1,0,1,,Greyhound.Com,(941) 377-5658,Ginger Harris (Site Manager),"Sarasota, FL","19 East Rd, Sarasota, FL 34240",Greyhound Lines Inc(3); Greyhound Lines(1),national-platform,,0,B,0
AMERICAN TRUCK BUS,American Truck & Bus Inc,4,small(2-5),3,"MD,NC,VA",MD,114,4878000,0,0,,1,0,0,,American-Bus.Com,(410) 224-9775,,"Davidsonville, MD","819 W Central Ave, Davidsonville, MD 21035",American Truck & Bus Inc(3); American Truck Bus Inc(1),,,0,A,1
BOSTON EXPRESS BUS,Boston Express Bus,4,small(2-5),2,"NH,TX",NH,103,4638000,0,0,,1,0,0,,Bostonexpressbus.Com,Not Available,Jim Paola (Other),"Londonderry, NH","2 Garden Ln, Londonderry, NH 03053",Boston Express Bus(4),,,0,A+,1
A ACE BUS CHARTER,A Ace Bus Charter Inc,4,small(2-5),2,"MD,VA",MD,49,4543000,0,0,,1,0,1,,Acebuscharter.Com,Not Available,,"Germantown, MD","13240 Meander Cove Dr, Germantown, MD 20874",A Ace Bus Charter Inc(3); A Ace Bus Charter(1),,,0,A,1
ROYAL COACH TOURS,Royal Coach & Tours Inc,4,small(2-5),1,AR,AR,43,4537000,0,0,,0,0,1,,Royal-Coach.Com,(501) 374-3669,L M White (President),"Little Rock, AR","1720 W 11th St, Little Rock, AR 72202",Royal Coach & Tours Inc(3); Royal Coach & Tours(1),,,0,B+,1
AMERICAN INTERNATIONAL BUS,American International Bus LLC,4,small(2-5),4,"AZ,FL,GA,NJ",AZ,91,4358000,0,0,2017,1,0,0,,Jerseydispatch.Com,Not Available,Carlos A Becerra Nue (Owner),"Scottsdale, AZ","7620 E Mckellips Rd # 4 Pmb 60, Scottsdale, AZ 85257",American International Bus LLC(2); American-International Bus(1); American International Bus(1),,,0,A,1
REGENT COACH LINE,Regent Coach Line LTD,4,small(2-5),1,TX,TX,51,4328000,0,0,,0,0,1,,Regentcoachline.Com,(210) 212-0510,Geoff Dupree (Manager),"San Antonio, TX","515 Sherman, San Antonio, TX 78202",Regent Coach Line LTD(3); Regent Coach Line(1),,,0,A+,1
MAN TRUCK BUS DEUTSCHLAND,Man Truck & Bus Deutschland,4,small(2-5),3,"TX,AL,CA",TX,79,4225000,0,0,,1,0,0,,Man.Eu,Not Available,,"Huntsville, AL","4801 University Sq, Huntsville, AL 35816",Man Truck & Bus Deutschland(4),,,0,B+,1
ALLERTON CHARTER COACH,Allerton Charter Coach,4,small(2-5),1,IL,IL,42,4204000,0,0,2003,0,0,1,,Midwestsecuritysystems.Com,(217) 344-2600,,"Champaign, IL","714 S 6th St, Champaign, IL 61820",Allerton Charter Coach(2); Allerton Charter Coach Inc(2),,,0,B+,1
