rank,score,canonical_name,primary_state,hq,size_tier,locations,employees,revenue_est,year_established,school,special_needs,website,phone,lead_exec,credit_score,data_confidence,rationale,sample_address,_sf,_su,_ql,_ind,_rel
1,98.5,Northstar Bus Lines LLC,MN,"Maple Grove, MN",single,1,200,10161000,1962,1,0,Northstarbuslines.Com,(763) 425-2542,Matt Regan (Owner),A+,1.0,200 emp; $10.2M rev; est 1962 (64y); single; web+phone; school,"11800 95th Ave N, Maple Grove, MN 55369",100,100,100,100,90
90,93.2,Access Ambulance Co Inc,CT,"Stamford, CT",single,1,99,6895000,1992,0,1,Stamfordems.Org,(203) 968-1118,Patricia Squires (President),A,1.0,99 emp; $6.9M rev; est 1992 (34y); single; web+phone; special-needs,"684 Long Ridge Rd, Stamford, CT 06902",100,85,100,100,75
91,93.2,Comtrans,AZ,"Phoenix, AZ",single,1,75,5643000,1995,0,1,Gocomtrans.Com,(602) 231-0102,Edward Van Home (President),A,1.0,75 emp; $5.6M rev; est 1995 (31y); single; web+phone; special-needs,"2336 E Magnolia St, Phoenix, AZ 85034",100,85,100,100,75
92,93.2,Medride Corp,OK,"Oklahoma City, OK",single,1,80,5393000,2000,0,1,Medride.Com,(405) 685-8267,David Batson (Owner),A,1.0,80 emp; $5.4M rev; est 2000 (26y); single; web+phone; special-needs,"4225 SW 44th St, Oklahoma City, OK 73119",100,85,100,100,75
93,93.2,Alternative Homemaking With A,FL,"Venice, FL",single,1,82,5074000,1987,0,1,Althomemakingwithaheart.Com,(941) 629-1161,Victor Damato (Owner),A,1.0,82 emp; $5.1M rev; est 1987 (39y); single; web+phone; special-needs,"1901 S Tamiami Trl # A, Venice, FL 34293",100,85,100,100,75
94,93.2,Lifestar Medical Van Transport,WI,"West Bend, WI",single,1,75,4178000,1995,0,1,Lifestar-Ems.Com,(262) 375-8911,Mike Krueger (President),A,1.0,75 emp; $4.2M rev; est 1995 (31y); single; web+phone; special-needs,"279 S 17th Ave # 8, West Bend, WI 53095",100,85,100,100,75
95,93.2,Handi Van Inc,FL,"Miami, FL",small(2-5),3,60,3939000,1984,0,1,Handivan.Com,(305) 751-1236,Diana Fletcher (Manager),A,1.0,60 emp; $3.9M rev; est 1984 (42y); small(2-5); web+phone; special-needs,"55 NW 119th St, Miami, FL 33168",100,100,100,80,75
96,93.2,Koala Kruizers,OH,"North Canton, OH",single,1,20,3393000,1994,0,1,Koalakruizers.Com,(330) 966-2327,Cyndi Morrow (Owner),B+,1.0,20 emp; $3.4M rev; est 1994 (32y); single; web+phone; special-needs,"1170 S Main St, North Canton, OH 44720",100,85,100,100,75
97,93.2,Van's Med-Tec Transport & Svc,VA,"Danville, VA",single,1,45,2661000,1988,0,1,Vansmedtec.Com,(434) 836-5252,Van Elliott (Owner),A,1.0,45 emp; $2.7M rev; est 1988 (38y); single; web+phone; special-needs,"135 Forestdale Dr, Danville, VA 24540",100,85,100,100,75
98,93.2,New Malwa Express Inc,MI,"Romulus, MI",single,1,35,2501000,1997,0,1,Newmalwa.Com,(734) 946-1570,Eli Doss (Vice President),B+,1.0,35 emp; $2.5M rev; est 1997 (29y); single; web+phone; special-needs,"28666 Hildebrandt St, Romulus, MI 48174",100,85,100,100,75
99,93.2,Care-A-Van,FL,"Port Saint Lucie, FL",small(2-5),4,43,2488000,1964,0,1,Careavan.Com,(772) 398-1331,Craig Mackin (Owner),C,1.0,43 emp; $2.5M rev; est 1964 (62y); small(2-5); web+phone; special-needs,"2002 Bella Vista Way, Port Saint Lucie, FL 34952",100,100,100,80,75
100,93.2,Performance Mobility,AZ,"Scottsdale, AZ",single,1,25,1881000,1989,0,1,Braunability.Com,(480) 941-4800,Laura Walter (Manager),A,1.0,25 emp; $1.9M rev; est 1989 (37y); single; web+phone; special-needs,"14885 N 83rd Pl # 105, Scottsdale, AZ 85260",100,85,100,100,75
101,93.2,Peoples Express,MN,"Wadena, MN",single,1,48,1799000,1992,0,1,Peoplesexpressmn.Com,(218) 631-2909,Janice Roers (CEO),A,1.0,48 emp; $1.8M rev; est 1992 (34y); single; web+phone; special-needs,"15578 Shady Acres Dr, Wadena, MN 56482",100,85,100,100,75
102,93.2,Wheelchair Transport Svc,FL,"Clearwater, FL",small(2-5),2,21,1353000,1972,0,1,Wheelchairtransport.Com,(727) 586-2811,Bud Williams (Owner),B+,1.0,21 emp; $1.4M rev; est 1972 (54y); small(2-5); web+phone; special-needs,"14561 58th St N, Clearwater, FL 33760",100,100,100,80,75
103,93.2,RATS,VA,"Lexington, VA",single,1,25,1314000,1994,0,1,Rockbridgetransportation.Org,(540) 463-3346,Hattie Myers (Exec Director),A,1.0,25 emp; $1.3M rev; est 1994 (32y); single; web+phone; special-needs,"712 N Main St, Lexington, VA 24450",100,85,100,100,75
104,93.2,Cozy Van,IA,"New Hampton, IA",small(2-5),2,21,1249000,1970,0,1,Cozyvan.Com,(641) 394-2201,Maryann Diesburg (Owner),B,1.0,21 emp; $1.2M rev; est 1970 (56y); small(2-5); web+phone; special-needs,"121 W Main St, New Hampton, IA 50659",100,100,100,80,75
105,93.2,First Class Transportation Inc,FL,"Hudson, FL",small(2-5),4,13,1203000,1982,0,1,Firstclasstransinc.Com,(352) 686-4753,Lorraine Wood (Owner),B+,1.0,13 emp; $1.2M rev; est 1982 (44y); small(2-5); web+phone; special-needs,"18436 Gentle Breeze Ct, Hudson, FL 34667",100,100,100,80,75
106,93.2,Deming Karen,FL,"Pensacola, FL",single,1,20,1184000,1996,0,1,Beachwheelchair.Com,(850) 478-5765,Michael Deming (Owner),A,1.0,20 emp; $1.2M rev; est 1996 (30y); single; web+phone; special-needs,"1090 Cobblestone Dr, Pensacola, FL 32514",100,85,100,100,75
107,93.2,Hour Transportation,MI,"Southfield, MI",single,1,15,1032000,1996,0,1,Hourtransportation.Com,(248) 569-7500,Ken Gilbert (Owner),B+,1.0,15 emp; $1.0M rev; est 1996 (30y); single; web+phone; special-needs,"17368 W 12 Mile Rd # 100, Southfield, MI 48076",100,85,100,100,75
108,92.5,Student Bus Co,NY,"Fair Lawn, NJ",small(2-5),4,146,26581000,1989,1,0,Nysbca.Com,Not Available,John W Ely (CEO),A+,1.0,146 emp; $26.6M rev; est 1989 (37y); small(2-5); web+phone; school,"PO Box 1130, Fair Lawn, NJ 07410",100,85,100,80,90
109,92.5,Student Transportation,OR,"Waterford, CT",mid(6-14),10,250,25537000,1970,1,0,Ridesta.Com,(860) 443-3313,Howard Anderson Jr (Owner),C+,1.0,250 emp; $25.5M rev; est 1970 (56y); mid(6-14); web+phone; school,"20 Rope Ferry Rd, Waterford, CT 06385",100,100,100,60,90
110,92.5,Minnesota Coaches Inc,MN,"Minneapolis, MN",mid(6-14),6,186,13510000,1929,1,0,Minnesotacoaches.Com,(612) 238-2120,Manfred Litzenberger (Manager),B,1.0,186 emp; $13.5M rev; est 1929 (97y); mid(6-14); web+phone; school,"2623 Kennedy St NE, Minneapolis, MN 55413",100,100,100,60,90
111,92.5,GVC,NY,"Bronx, NY",small(2-5),2,43,9103000,1990,1,0,Bronxbus.Com,(718) 822-0638,Michael Devanie (President),A,1.0,43 emp; $9.1M rev; est 1990 (36y); small(2-5); web+phone; school,"450 Zerega Ave, Bronx, NY 10473",100,85,100,80,90
112,92.5,School Bus Sales Co,IA,"Waterloo, IA",small(2-5),2,20,6527000,1996,1,0,Sbsales.Com,(319) 296-1364,Charles Andrews (President),A,1.0,20 emp; $6.5M rev; est 1996 (30y); small(2-5); web+phone; school,"3804 Hammond Ave, Waterloo, IA 50702",100,85,100,80,90
113,92.5,Fullington Auto Bus Co,PA,"Hollidaysburg, PA",mid(6-14),6,125,6164000,1908,1,0,Fullington.Com,Not Available,Judy Morrow (Manager),B+,1.0,125 emp; $6.2M rev; est 1908 (118y); mid(6-14); web+phone; school,"307 Washington Ave, Hollidaysburg, PA 16648",100,100,100,60,90
114,92.5,Grand Avenue Enterprises,VT,"Enosburg Falls, VT",small(2-5),2,130,5454000,1989,1,0,Dmv.Vermont.Gov,(802) 933-3083,Diane Begnoche (Owner),A,1.0,130 emp; $5.5M rev; est 1989 (37y); small(2-5); web+phone; school,"3473 W Enosburg Rd, Enosburg Falls, VT 05450",100,85,100,80,90
115,92.5,Butler's Bus Svc,NH,"Center Barnstead, NH",mid(6-14),6,88,5179000,1970,1,0,Butlersbus.Com,(603) 813-2056,Christa Davis (Manager),C,1.0,88 emp; $5.2M rev; est 1970 (56y); mid(6-14); web+phone; school,"72 S Barnstead Rd, Center Barnstead, NH 03225",100,100,100,60,90
116,92.5,Harlow's School Bus Svc,SD,"Garden Valley, ID",mid(6-14),9,101,4634000,1971,1,0,Harlowsschoolbus.Com,(208) 462-5085,Jacob Iverson (Vice President),A,1.0,101 emp; $4.6M rev; est 1971 (55y); mid(6-14); web+phone; school,"1069 Banks Lowman Rd, Garden Valley, ID 83622",100,100,100,60,90
117,92.5,A M Bus Co,IL,"Chicago, IL",small(2-5),2,55,3195000,1992,1,0,Ambuscompany.Com,(773) 396-5556,Pamela Williams (Owner),A,1.0,55 emp; $3.2M rev; est 1992 (34y); small(2-5); web+phone; school,"100 W 91st St, Chicago, IL 60620",100,85,100,80,90
118,92.5,Golden Ring Transportation Inc,NY,"Brooklyn, NY",small(2-5),2,35,2261000,1993,1,0,Goldenringtransit.Wordpress.Com,(917) 672-6221,Yuriy Shabashkevich (President),A,1.0,35 emp; $2.3M rev; est 1993 (33y); small(2-5); web+phone; school,"2356 E 4th St, Brooklyn, NY 11223",100,85,100,80,90
119,92.5,Pre-School Learning Ctr,NY,"New Rochelle, NY",single,1,19,969000,1980,1,0,Thepreschoollearningcenter.Org,(914) 654-0339,Arthur Godfrey (CEO),A,1.0,19 emp; $1.0M rev; est 1980 (46y); single; web+phone; school,"95 Eastchester Rd, New Rochelle, NY 10801",80,100,100,100,90
120,92.5,Lakewood Local Sch Trnsprtn,OH,"Hebron, OH",single,1,23,870000,1914,1,0,Lakewoodlocal.K12.Oh.Us,(740) 928-8886,Mike Whittington (Director),A,1.0,23 emp; $0.9M rev; est 1914 (112y); single; web+phone; school,"4291 National Rd SE, Hebron, OH 43025",80,100,100,100,90
121,92.5,Palmer Bus Svc Of JWP,MN,"Janesville, MN",single,1,17,714000,1977,1,0,Palmerbusservice.Com,(507) 231-5550,Jenna Fromm (CEO),A,1.0,17 emp; $0.7M rev; est 1977 (49y); single; web+phone; school,"710 E 2nd St, Janesville, MN 56048",80,100,100,100,90
122,92.5,Fullington,PA,"Bellefonte, PA",single,1,20,710000,1908,1,0,Fullingtontours.Com,(814) 548-7550,Jennifer Corman (Director),A,1.0,20 emp; $0.7M rev; est 1908 (118y); single; web+phone; school,"121 N Harrison Rd, Bellefonte, PA 16823",80,100,100,100,90
123,92.5,Smyth Buss Co,NY,"New York, NY",single,1,16,672000,1973,1,0,Smythbusct.Com,(860) 623-8775,,A,1.0,16 emp; $0.7M rev; est 1973 (53y); single; web+phone; school,"123 5th Ave, New York, NY 10003",80,100,100,100,90
124,92.5,Hoekstra Transportation,MI,"Grand Rapids, MI",single,1,15,648000,1927,1,0,Hoekstratransportation.Com,(616) 245-7440,John Hoekstra (Owner),A,1.0,15 emp; $0.6M rev; est 1927 (99y); single; web+phone; school,"3741 Roger B Chaffee Mem Dr SE, Grand Rapids, MI 49548",80,100,100,100,90
125,92.5,Sonny Merryman Inc,VA,"Chesapeake, VA",single,1,12,588000,1967,1,0,Sonnymerryman.Com,(757) 361-9070,Reginald Lewis (Manager),A,1.0,12 emp; $0.6M rev; est 1967 (59y); single; web+phone; school,"610 Woodlake Dr, Chesapeake, VA 23320",80,100,100,100,90
126,92.5,Sheppard Bus,NJ,"Millville, NJ",single,1,12,504000,1951,1,0,Sheppardbus.Com,(856) 765-3812,Mike Aristone (Manager),A,1.0,12 emp; $0.5M rev; est 1951 (75y); single; web+phone; school,"300 M St # A, Millville, NJ 08332",80,100,100,100,90
127,92.5,Middledorf Bus Co,MD,"Clinton, MD",single,1,12,480000,1980,1,0,Middledorfbus.Com,(301) 856-5576,Cris Middledorf (Owner),A,1.0,12 emp; $0.5M rev; est 1980 (46y); single; web+phone; school,"7801 Anbar Ln, Clinton, MD 20735",80,100,100,100,90
128,92.5,Alachua County Pubc Sch,FL,"Gainesville, FL",single,1,11,462000,1869,1,0,Sbac.Edu,(352) 955-7750,Harrell Harrison (Manager),A,1.0,11 emp; $0.5M rev; est 1869 (157y); single; web+phone; school,"1800 SE Hawthorne Rd, Gainesville, FL 32641",80,100,100,100,90
129,92.5,Bensalem Christian Day School,PA,"Bensalem, PA",single,1,10,425000,1968,1,0,Bensalemchristiandayschool.Org,(215) 245-1610,Lisa Woods (Director),A,1.0,10 emp; $0.4M rev; est 1968 (58y); single; web+phone; school,"4300 Hulmeville Rd, Bensalem, PA 19020",80,100,100,100,90
130,92.5,Moose Lake Cmnty Sch-Trnsprtn,MN,"Moose Lake, MN",single,1,10,339000,1873,1,0,Mooselake.K12.Mn.Us,(218) 485-8266,Tim Caroline (Principal),A,1.0,10 emp; $0.3M rev; est 1873 (153y); single; web+phone; school,"4812 County Road 10, Moose Lake, MN 55767",80,100,100,100,90
131,92.5,Suffolk Transportation Systs,NY,"Bay Shore, NY",single,1,10,337000,1921,1,0,Suffolkbus.Com,(631) 665-3245,,A,1.0,10 emp; $0.3M rev; est 1921 (105y); single; web+phone; school,"10 Moffitt Blvd, Bay Shore, NY 11706",80,100,100,100,90
132,91.8,Aging Disability & Transit Svc,NC,"Reidsville, NC",single,1,350,15209000,1973,0,1,Adtsrc.Org,(336) 349-2343,Thomas Lee Covington (Exec Director),A,1.0,350 emp; $15.2M rev; est 1973 (53y); single; web+phone; special-needs,"105 Lawsonville Ave, Reidsville, NC 27320",85,100,100,100,75
133,91.2,Modivcare Inc,CO,"Denver, CO",single,1,100,0,1996,0,1,Modivcare.Com,(720) 258-2130,Anne Bailey (President),U,0.75,100 emp; rev n/a; est 1996 (30y); single; web+phone; special-needs,"6900 E Layton Ave # 1200, Denver, CO 80237",100,85,90,100,75
134,91.0,Johannes Bus Svc,IL,"Rock Island, IL",small(2-5),3,170,37132000,1964,1,0,Johannesbus.Com,(563) 322-2016,Brian Stombaugh (Director),B+,1.0,170 emp; $37.1M rev; est 1964 (62y); small(2-5); web+phone; school,"7909 42nd St W # 1, Rock Island, IL 61201",85,100,100,80,90
135,91.0,Independent Coach Corp,NY,"Hewlett, NY",small(2-5),3,368,18127000,1940,1,0,Independentcoach.Com,(516) 569-5364,Lori Cimato (Director),A+,1.0,368 emp; $18.1M rev; est 1940 (86y); small(2-5); web+phone; school,"1145 Railroad Ave, Hewlett, NY 11557",85,100,100,80,90
136,90.5,Bus & Maintenance Garage,OH,"Etna, OH",single,1,75,2837000,2002,1,0,Swl.K12.Oh.Us,(740) 927-5901,Ryan Brown (Director),A+,1.0,75 emp; $2.8M rev; est 2002 (24y); single; web+phone; school,"10653 Hazelton Etna Rd SW, Etna, OH 43062",100,60,100,100,90
137,90.5,A1 Service Inc,PA,"Verona, PA",single,1,50,2216000,2006,1,0,A1transit.Net,(412) 793-2700,Marlene Sachs (Owner),A+,1.0,50 emp; $2.2M rev; est 2006 (20y); single; web+phone; school,"154 Sandy Creek Rd, Verona, PA 15147",100,60,100,100,90
138,90.5,Palmer Bus Svc Of Maple River,MN,"Mapleton, MN",single,1,35,1446000,2007,1,0,Palmerbusservice.Com,(507) 674-3177,Jenna Fromm (CEO),A+,1.0,35 emp; $1.4M rev; est 2007 (19y); single; web+phone; school,"201 8th Ave NE, Mapleton, MN 56065",100,60,100,100,90
139,90.5,Jackson County Sm Bus Incbtr,MS,"Moss Point, MS",single,1,25,1049000,2004,1,0,Jcsbi.Org,(228) 475-3341,,A+,1.0,25 emp; $1.0M rev; est 2004 (22y); single; web+phone; school,"4836 Main St, Moss Point, MS 39563",100,60,100,100,90
140,90.5,Lincoln Academy,NY,"Eastchester, NY",single,1,20,1020000,2007,1,0,Lincolnacademy.Us,(914) 346-8811,Donna Hall (Exec Director),A,1.0,20 emp; $1.0M rev; est 2007 (19y); single; web+phone; school,"11 Woodlot Rd, Eastchester, NY 10709",100,60,100,100,90
141,90.5,Northside Transportation,TX,"San Antonio, TX",single,1,275,12611000,1949,1,0,,(210) 397-0850,Ricardo Escobar (IT Executive),A+,0.75,275 emp; $12.6M rev; est 1949 (77y); single; phone; school,"6323 W Hausman Rd, San Antonio, TX 78249",100,100,60,100,90
142,90.5,Go-Ahead North America,MO,"Saint Louis, MO",single,1,140,5943000,1964,1,0,,(314) 771-0760,Sheila Smith (Manager),A+,0.75,140 emp; $5.9M rev; est 1964 (62y); single; phone; school,"1120 S 2nd St, Saint Louis, MO 63104",100,100,60,100,90
143,90.5,Shaker Heights Transportation,OH,"Cleveland, OH",single,1,60,2677000,1931,1,0,,(216) 295-4390,Mark Desmond (Manager),A+,0.75,60 emp; $2.7M rev; est 1931 (95y); single; phone; school,"3680 Lee Rd, Cleveland, OH 44120",100,100,60,100,90
144,90.5,Mohonasen Transportation,NY,"Schenectady, NY",single,1,60,2417000,1956,1,0,,(518) 356-8260,Randy Jerreld (Director),A+,0.75,60 emp; $2.4M rev; est 1956 (70y); single; phone; school,"2090 Helderberg Ave, Schenectady, NY 12306",100,100,60,100,90
145,90.5,Lewis-Palmer District Trnsprtn,CO,"Monument, CO",single,1,50,2195000,1977,1,0,,(719) 488-4711,Katie Dupois (Director),A+,0.75,50 emp; $2.2M rev; est 1977 (49y); single; phone; school,"146 Jefferson St, Monument, CO 80132",100,100,60,100,90
146,90.5,Byram Bus Inc,NJ,"Hopatcong, NJ",single,1,50,2186000,1964,1,0,,(973) 398-5500,Frank Walker (Manager),A+,0.75,50 emp; $2.2M rev; est 1964 (62y); single; phone; school,"19 Stanhope Sparta Rd, Hopatcong, NJ 07843",100,100,60,100,90
147,90.5,Uptown Columbus Bus Imprvmt,GA,"Columbus, GA",single,1,28,1175000,1983,1,0,,(706) 596-9346,,A+,0.75,28 emp; $1.2M rev; est 1983 (43y); single; phone; school,"14 W 10th St, Columbus, GA 31901",100,100,60,100,90
148,90.5,Farsha Capital Amer Bus Group,NY,"Bronx, NY",single,1,28,1095000,1970,1,0,,(347) 590-3002,,A,0.75,28 emp; $1.1M rev; est 1970 (56y); single; phone; school,"791 Westchester Ave, Bronx, NY 10455",100,100,60,100,90
149,90.2,A A Transportation Co Inc,MA,"East Brookfield, MA",small(2-5),3,99,8766000,1996,0,1,Aatransportation.Com,(708) 849-6061,Aleesha Humphrey Dunn (Owner),C+,1.0,99 emp; $8.8M rev; est 1996 (30y); small(2-5); web+phone; special-needs,"174 W Main St, East Brookfield, MA 01515",100,85,100,80,75
150,90.2,WMK LLC,OH,"Bear, DE",mid(6-14),13,156,7736000,1977,0,1,Mobilityworks.Com,(302) 613-7555,Ozzie Nunez (Other),B,1.0,156 emp; $7.7M rev; est 1977 (49y); mid(6-14); web+phone; special-needs,"1010 Contractors Way, Bear, DE 19701",100,100,100,60,75
151,90.2,United Access,TX,"Sacramento, CA",mid(6-14),14,97,6969000,1981,0,1,Braunability.Com,(916) 392-1196,Darrell T Heath (Owner),B+,1.0,97 emp; $7.0M rev; est 1981 (45y); mid(6-14); web+phone; special-needs,"6550 Freeport Blvd, Sacramento, CA 95822",100,100,100,60,75
152,90.2,A & A Limousine,AZ,"Tucson, AZ",small(2-5),2,27,3018000,1994,0,1,A-Alimo.Com,(520) 795-2175,Gary Aegerter (Owner),C+,1.0,27 emp; $3.0M rev; est 1994 (32y); small(2-5); web+phone; special-needs,"2810 E Farr St, Tucson, AZ 85716",100,85,100,80,75
153,90.2,General Transportation,CA,"San Jose, CA",small(2-5),2,25,1991000,1990,0,1,Generaltransportationinc.Com,(408) 881-0100,Gumaro Almon (Owner),A,1.0,25 emp; $2.0M rev; est 1990 (36y); small(2-5); web+phone; special-needs,"250 Commercial St, San Jose, CA 95112",100,85,100,80,75
154,90.2,Metro County Connect,MI,"Kalamazoo, MI",single,1,13,891000,1966,0,1,Kmetro.Com,(269) 337-8477,Sean Mcbride (Exec Director),B+,1.0,13 emp; $0.9M rev; est 1966 (60y); single; web+phone; special-needs,"530 N Rose St, Kalamazoo, MI 49007",80,100,100,100,75
155,90.2,Amb-U-Cab Svc,MI,"Lansing, MI",single,1,17,889000,1957,0,1,Mercyambulanceservice.Com,(517) 482-1245,Dennis Palmer (Owner),B+,1.0,17 emp; $0.9M rev; est 1957 (69y); single; web+phone; special-needs,"1422 E Michigan Ave, Lansing, MI 48912",80,100,100,100,75
156,90.2,D & S Community Svc,TX,"Amarillo, TX",single,1,11,845000,1970,0,1,Locations.Sevitahealth.Com,(806) 803-9268,Kristin Wall (Director),B+,1.0,11 emp; $0.8M rev; est 1970 (56y); single; web+phone; special-needs,"2400 Lakeview Dr # 109, Amarillo, TX 79109",80,100,100,100,75
157,90.2,SMTS,MO,"Poplar Bluff, MO",single,1,13,777000,1973,0,1,Ridesmts.Org,(573) 785-2928,Corena West (Manager),B+,1.0,13 emp; $0.8M rev; est 1973 (53y); single; web+phone; special-needs,"2510 Kanell Blvd, Poplar Bluff, MO 63901",80,100,100,100,75
158,90.2,Mcfarland Dial-A-Ride,CA,"Mc Farland, CA",single,1,10,776000,1909,0,1,Mcfarlandcity.Org,(661) 792-3092,John Wooner (Manager),B+,1.0,10 emp; $0.8M rev; est 1909 (117y); single; web+phone; special-needs,"401 W Kern Ave, Mc Farland, CA 93250",80,100,100,100,75
159,90.2,Med Shore EMS,SC,"Anderson, SC",single,1,15,620000,1976,0,1,Medshore.Com,(864) 224-4444,Greg Shore (CEO),B+,1.0,15 emp; $0.6M rev; est 1976 (50y); single; web+phone; special-needs,"1009 N Fant St, Anderson, SC 29621",80,100,100,100,75
160,89.5,Dean Transportation,MI,"Grand Rapids, MI",mid(6-14),6,495,26260000,1969,1,1,Deandifference.Com,(616) 885-1657,Cynthia Bourdon (Director),A,1.0,495 emp; $26.3M rev; est 1969 (57y); mid(6-14); web+phone; school+special,"4155 Trade Dr SE, Grand Rapids, MI 49508",85,100,100,60,100
161,89.5,Palmer Bus Svc,MN,"Austin, MN",mid(6-14),7,190,8277000,1999,1,0,Palmerbusservice.Com,(507) 433-8586,Roger Stahl (Manager),C+,1.0,190 emp; $8.3M rev; est 1999 (27y); mid(6-14); web+phone; school,"1204 23rd Ave SW, Austin, MN 55912",100,85,100,60,90
162,89.5,Braga Transportation Cozy Bus,MA,"Fall River, MA",single,1,25,989000,2001,1,0,Cozyautotours.Com,(508) 673-6779,Bob Braga (Owner),A+,1.0,25 emp; $1.0M rev; est 2001 (25y); single; web+phone; school,"98 Manchester St, Fall River, MA 02721",80,85,100,100,90
163,89.5,A & M Transit,OH,"Youngstown, OH",small(2-5),2,24,915000,1927,1,0,Uscoachtours.Com,(330) 781-8687,Lisa Wire (Manager),B,1.0,24 emp; $0.9M rev; est 1927 (99y); small(2-5); web+phone; school,"5614 South Ave, Youngstown, OH 44512",80,100,100,80,90
164,89.5,Harlow's School Bus Svc Inc-Mt,MT,"Libby, MT",small(2-5),2,30,839000,1953,1,0,Harlowsschoolbus.Com,(406) 293-8845,Jeremy Hageness (Vice President),A+,1.0,30 emp; $0.8M rev; est 1953 (73y); small(2-5); web+phone; school,"30772 US Highway 2, Libby, MT 59923",80,100,100,80,90
165,89.5,King's Transit,PA,"Waynesburg, PA",single,1,22,810000,1998,1,0,Kingtransitinc.Com,(724) 627-8729,Harold E King Jr (President),A,1.0,22 emp; $0.8M rev; est 1998 (28y); single; web+phone; school,"165 Maple Hl, Waynesburg, PA 15370",80,85,100,100,90
166,89.5,JFK Transportation,CA,"Santa Ana, CA",single,1,15,752000,1992,1,0,Jfktransportationco.Com,(714) 543-4629,Kevin Watson (Director),A,1.0,15 emp; $0.8M rev; est 1992 (34y); single; web+phone; school,"980 W 17th St # B, Santa Ana, CA 92706",80,85,100,100,90
167,89.5,South Florida Commuter Svc,FL,"Fort Lauderdale, FL",single,1,16,728000,1988,1,0,1800234ride.Com,(954) 731-0062,Jim Udvardy (Director),A,1.0,16 emp; $0.7M rev; est 1988 (38y); single; web+phone; school,"5450 NW 33rd Ave # 109, Fort Lauderdale, FL 33309",80,85,100,100,90
168,89.5,Duram School Svc L P,CA,"Auburn, CA",single,1,14,699000,2001,1,0,Durhamschoolservices.Com,(530) 887-9909,Tom Buntt (Manager),A,1.0,14 emp; $0.7M rev; est 2001 (25y); single; web+phone; school,"11400 Lariat Ranch Rd, Auburn, CA 95603",80,85,100,100,90
169,89.0,Yucaipa Bus Svc,CA,"Yucaipa, CA",small(2-5),2,27,1684000,1944,1,1,,(909) 797-2004,Vincent Dudziak (President),A,0.75,27 emp; $1.7M rev; est 1944 (82y); small(2-5); phone; school+special,"12225 Bryant St, Yucaipa, CA 92399",100,100,60,80,100
170,88.5,Chicago School Transit,IL,"Chicago, IL",single,1,175,19327000,,1,0,Csc.Cps.K12.Il.Us,(773) 579-0700,Betty Craig (President),A+,0.75,175 emp; $19.3M rev; year n/a; single; web+phone; school,"4055 S Ashland Ave, Chicago, IL 60609",100,50,100,100,90
