a_rank_overlay,bench_rank_overlay,track,company,state,hq,w4_composite,overlay_pts_sum,overlay_composite,data_confidence,sub_sector_derived,scale_tier_derived,fleet_buses,drivers,founded,fmcsa_source,usdot,_sf,_su,_geo,_ind,_oh,_rel,composite,a_rank,bench_rank,valuation_attractiveness_pts,valuation_attractiveness_cite,valuation_attractiveness_flag,size_margin_signal_pts,size_margin_signal_cite,size_margin_signal_flag,succession_pts,succession_cite,succession_flag,driver_market_risk_pts,driver_market_risk_cite,driver_market_risk_flag,outsourcing_ev_mandate_pts,outsourcing_ev_mandate_cite,outsourcing_ev_mandate_flag,contract_renewal_timing_pts,contract_renewal_timing_cite,contract_renewal_timing_flag,ut_expansion_bonus_pts,ut_expansion_bonus_cite,ut_expansion_bonus_flag,iv_fleet_used,iv_fleet_source,iv_rev_low,iv_rev_point,iv_rev_high,iv_ebitda_low,iv_ebitda_point,iv_ebitda_high,iv_ev_mult_entry_low,iv_ev_mult_entry_point,iv_ev_mult_entry_high,iv_ev_perbus_low,iv_ev_perbus_point,iv_ev_perbus_high,iv_ev_entry_consensus_low,iv_ev_entry_consensus_high,iv_ev_build_8x_point,iv_value_creation_spread_point,iv_flag,iv_citation,da_revenue_est,da_employees,web_employees_est,da_size_tier,web_ownership_type,web_owner_or_parent,web_succession_signal,web_service_types,web_districts_or_customers,web_website
685,,A,D & J Hauling Inc,IN,"Lawrenceburg, IN",71.0,13.0,84.0,0.4,Y,<50,,,2002,none,,50,60,100,100,50,90,71.0,732,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,0.0,master_targets.founded=2002 (business age=24y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,-1.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=IN/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,168000,4,4,single,family-owned,independent,medium,"[""school bus transportation"", ""hauling (related Scudder Hauling Solutions)""]","[""Local Dearborn County / Lawrenceburg-area district contracts (likely South Dearborn or Lawrenceburg Community Schools)""]",
686,,A,PKB Transit Inc,IN,"Montezuma, IN",71.0,13.0,84.0,0.4,Y,<50,,,2008,none,,50,60,100,100,50,90,71.0,734,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,0.0,master_targets.founded=2008 (business age=18y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,-1.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=IN/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,112000,4,4,single,family-owned,independent,high,"[""school""]","[""Likely South Vermillion / Parke County area schools (Montezuma, IN)""]",
687,,A,Harlow's School Bus Svc,SD,"Garden Valley, ID",74.8,9.0,83.8,1.0,Y,250+,401,480,1971,agent,1662560,45,100,30,100,100,90,74.8,604,,-6.0,Mobico/NELLC -> I Squared (FY24) [external_filing; geo=national/scale=platform/sub=all],,0,,no_verified_fleet,15,master_targets.founded=1971 (business age=55y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,,agent,,,,,,,,,,,,,,,,,no_verified_fleet,,4634000,101,101,mid(6-14),family-owned,Hageness family (independent),low,"[""school"", ""charter"", ""special-needs""]","[""Operates ~28 locations across ID (Craigmont, McCall), MT (Boulder, Kalispell, Libby, Manhattan, Missoula, Noxon, Stevensville, Shields Valley, Whitehall), ND (Bismarck, Dickinson, Hazen, Mandan, Rolette, Watford City, Jamestown, Williston), SD (Flandreau, Hill City, Sturgis, Canton, Vermillion, Sioux Valley), WA (Auburn, Spokane Valley), NE (Elkhorn)""]",https://www.harlowsschoolbus.com/
688,,A,Harlow's School Bus,SD,"Vermillion, SD",74.8,9.0,83.8,1.0,Y,250+,401,480,1973,agent,1662560,45,100,30,100,100,90,74.8,605,,-6.0,Mobico/NELLC -> I Squared (FY24) [external_filing; geo=national/scale=platform/sub=all],,0,,no_verified_fleet,15,master_targets.founded=1973 (business age=53y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,,agent,,,,,,,,,,,,,,,,,no_verified_fleet,,1007000,24,24,single,family-owned,independent (Hageness family),medium,"[""school"", ""charter"", ""activities/field trips""]","Multi-state contractor across ND, SD, MT, ID, WA; Vermillion SD location serves Dakota Valley School District area; routes range 6 to 100+ per contract",https://www.harlowsschoolbus.com
689,,A,Harlows Bus Co,SD,"Custer, SD",74.8,9.0,83.8,1.0,Y,250+,401,480,1973,agent,1662560,45,100,30,100,100,90,74.8,609,,-6.0,Mobico/NELLC -> I Squared (FY24) [external_filing; geo=national/scale=platform/sub=all],,0,,no_verified_fleet,15,master_targets.founded=1973 (business age=53y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,,agent,,,,,,,,,,,,,,,,,no_verified_fleet,,84000,2,2 at this branch record; parent company is significantly larger (multi-hundred employees across all locations),single,family-owned,"Harlow's School Bus Service, Inc. (parent company; the Custer/Hill City SD address is a branch location of this multi-state operator)",medium,"[""school"", ""activity/field-trip charter""]","Hill City School District 51-2 (SD); parent serves ~30 districts across 6 states (ID, MT, ND, SD, WA, NE)",https://www.harlowsschoolbus.com/
690,,A,N & J Bus Svc LTD,WI,"Mercer, WI",69.8,14.0,83.8,0.6,Y,<50,7,7,,agent,2055581,65,50,30,100,100,90,69.8,788,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,0,,no_founded_year,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,,agent,,,,,,,,,,,,,,,,,no_verified_fleet,,210000,6,8,single,family-owned,independent,medium,"[""school""]","[""Mercer School District (WI)""]",
691,,A,Renali Transport,MI,"Southfield, MI",65.5,18.0,83.5,1.0,S,<50,2,2,2010,agent,2441852,40,60,70,100,70,75,65.5,917,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,0.0,master_targets.founded=2010 (business age=16y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,,agent,,,,,,,,,,,,,,,,,no_verified_fleet,,344000,5,~5,single,independent,independent,unknown,NEMT/special-needs van transport (BBB-listed transportation),No school district contracts identified; small NEMT operator in metro Detroit,http://renalitransport.com (unverified - no live confirmation found)
692,,A,Garden State Medical Trnsprtn,NJ,"Dumont, NJ",67.5,16.0,83.5,0.8,S,<50,3,2,1994,census(medium),688862,40,85,70,100,50,75,67.5,845,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,8.0,master_targets.founded=1994 (business age=32y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,3,census(medium),270000,315000,339000,62100,85050,115260,186300,340200,576300,201000,300000,390000,201000,390000,680400,340200,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),1023000,13,13,small(2-5),family-owned,independent,medium,"[""NEMT"", ""senior transport"", ""wheelchair/ambulatory""]","[""Bergen, Passaic, Morris, Essex and Hudson County NJ riders (Medicaid/Modivcare network, private pay seniors)""]",
693,,A,Camelot Coach Inc,CT,"Stratford, CT",67.5,16.0,83.5,0.8,S,<50,2,2,1996,census(high),652781,40,85,70,100,50,75,67.5,848,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,8.0,master_targets.founded=1996 (business age=30y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(high),180000,210000,226000,41400,56700,76840,124200,226800,384200,134000,200000,260000,134000,260000,453600,226800,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),418000,6,6,single,independent,independent,unknown,"[""charter/motor coach"", ""local/suburban passenger transport"", ""possible school activity charters""]","Fairfield County CT charter market; secondary location at 482 Honeyspot Rd, Stratford",
694,,A,Cary Limousine,MD,"Bethesda, MD",67.5,16.0,83.5,0.8,S,<50,3,5,1989,census(medium),341094,40,85,70,100,50,75,67.5,855,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,8.0,master_targets.founded=1989 (business age=37y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,3,census(medium),270000,315000,339000,62100,85050,115260,186300,340200,576300,201000,300000,390000,201000,390000,680400,340200,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),163000,2,1,single,family-owned,independent,unknown,"[""limousine"", ""ground transportation""]",,
695,,A,Monroe Wheelchair Transport,MI,"Monroe, MI",67.5,16.0,83.5,0.8,S,<50,1,2,1994,census(medium),584469,40,85,70,100,50,75,67.5,856,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,8.0,master_targets.founded=1994 (business age=32y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(medium),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),116000,2,2,single,independent,independent,unknown,"[""wheelchair/NEMT"", ""special-needs""]","Monroe County, MI; likely Medicaid/MI Health Link NEMT and possible SPED ride-share for Monroe Public Schools",
696,,A,Bright Futures School TRNSPRTN,FL,"Lehigh Acres, FL",74.5,9.0,83.5,0.6,Y,<50,,,2014,none,,80,40,100,100,50,90,74.5,615,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,-8.0,master_targets.founded=2014 (business age=12y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,3.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=FL/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,1385000,33,33,single,independent,independent,low,"[""school"", ""private-school-van""]","[""likely Lee County (Lehigh Acres) private/charter schools""]",https://www.facebook.com/61578417412908/about/
697,,A,RMR School Transportation LLC,FL,"Naples, FL",74.5,9.0,83.5,0.4,Y,<50,,,2012,none,,80,40,100,100,50,90,74.5,621,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,-8.0,master_targets.founded=2012 (business age=14y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,3.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=FL/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,1511000,36,36,single,family-owned,independent,unknown,"[""school""]","[""Collier County / Naples FL area schools (presumed)""]",
698,,A,Magic Van School Trnsprtn LLC,FL,"Lehigh Acres, FL",74.5,9.0,83.5,0.4,Y,<50,,,2016,none,,80,40,100,100,50,90,74.5,622,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,-8.0,master_targets.founded=2016 (business age=10y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,3.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=FL/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,1385000,33,33,single,independent,independent,unknown,"[""school"", ""private-school-van""]","[""likely Lee County (Lehigh Acres) private/charter schools""]",
699,,A,Bell School Transportation Inc,FL,"Homestead, FL",74.5,9.0,83.5,0.4,Y,<50,,,2017,none,,80,40,100,100,50,90,74.5,623,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,-8.0,master_targets.founded=2017 (business age=9y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,3.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=FL/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,1334000,30,30,single,family-owned,independent,low,"[""school""]","[""Likely Miami-Dade County Public Schools (Homestead area) - unconfirmed""]",
700,,A,Happy Angels School Trnsprtn,FL,"Clermont, FL",74.5,9.0,83.5,0.4,Y,<50,,,2014,none,,80,40,100,100,50,90,74.5,624,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,-8.0,master_targets.founded=2014 (business age=12y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,3.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=FL/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,763000,20,20,single,family-owned,independent,unknown,"[""school""]","[""Lake County / Clermont private-school or daycare routes (likely)""]",
701,,A,Caring Harts Transportation,NY,"Strykersville, NY",69.5,13.8,83.3,0.6,S,<50,,,2004,none,,50,60,100,100,50,75,69.5,789,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,0,,no_verified_fleet,0.0,master_targets.founded=2004 (business age=22y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,-4.2,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=NY/scale=all/sub=Y] ; State EV-mandate primary docs (data room lane 09 / state) [dataroom_evidence; geo=NY/scale=all/sub=all],,0,,reserved_zero,0,,non_ut,,none,,,,,,,,,,,,,,,,,no_verified_fleet,,255000,5,16,single,family-owned,independent,medium,"[""non-emergency medical transport (NEMT)"", ""wheelchair van"", ""stretcher transport"", ""paratransit""]","Wyoming County, NY and surrounding WNY region; Medicaid/NEMT focused; Wyoming County IDA highlighted as local success story.",caringhartswny.com
702,,A,Eli & C School Bus Svc Inc,FL,"Miami, FL",76.0,7.0,83.0,1.0,Y,<50,4,4,2005,census(high),2988507,40,60,100,100,100,90,76.0,561,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,0.0,master_targets.founded=2005 (business age=21y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,3.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=FL/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,4,census(high),312000,392000,452000,48360,78400,153680,145080,313600,768400,268000,400000,520000,268000,520000,627200,313600,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),178000,4,4,small(2-5),independent,independent,unknown,"[""school bus""]",Likely Miami-Dade Public Schools contractor or private/charter school routes; not confirmed,not confirmed (no live site identified)
703,,A,Marily's School Bus,FL,"Hialeah, FL",76.0,7.0,83.0,1.0,Y,<50,2,2,2010,census(high),2061089,40,60,100,100,100,90,76.0,562,,14.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit bid teardowns (HSD214/Alton/CCC/Fresno) [mixed; geo=national/scale=all/sub=all],,0.0,master_targets.founded=2010 (business age=16y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,3.0,Onboarding Market Strategy Memo + data-room state docs [dataroom_synthesis; geo=FL/scale=all/sub=Y],,0,,reserved_zero,0,,non_ut,2,census(high),156000,196000,226000,24180,39200,76840,72540,156800,384200,134000,200000,260000,134000,260000,313600,156800,,rev_per_bus:Summit bid teardowns (HSD214/Alton/CCC/Fresno) ; ebitda_margin:Summit live/pipeline operator adj. EBITDA margins ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),45000,1,1,single,family-owned,independent,medium,"[""school"", ""field-trip""]","[""Miami-Dade County private schools"", ""Miramar"", ""Pembroke Pines""]",https://www.facebook.com/marilyschoolbus/
704,,A,Virgo Medical Svc Inc,NJ,"East Orange, NJ",75.0,8.0,83.0,1.0,S,<50,1,1,1998,census(high),2453697,40,85,70,100,100,75,75.0,592,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,0.0,master_targets.founded=1998 (business age=28y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,1,census(high),90000,105000,113000,20700,28350,38420,62100,113400,192100,67000,100000,130000,67000,130000,226800,113400,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),592000,8,8,single,family-owned,independent,unknown,"[""special-needs school transport"", ""NEMT"", ""ambulance""]","[""NJ special-needs students (wheelchair-bound) to/from school"", ""medical transport patients""]",lifeline-virgo.droppages.com
705,,A,Devine Towncar & Limousine,TX,"Richmond, TX",75.0,8.0,83.0,1.0,S,<50,2,1,2000,census(medium),2382089,40,85,70,100,100,75,75.0,593,,18.0,Summit tuck-in deals + IOI heuristic [mixed; geo=national/scale=tuck-in/sub=all],,-10.0,Summit SpEd-heavy bids/deals [mixed; geo=national/scale=all/sub=S],,0.0,master_targets.founded=2000 (business age=26y @ NOW=2026),,0.0,Project Evergreen HR DD (actual turnover) [mixed; geo=national/scale=all/sub=all],national_only_no_state_signal,0,,no_state_signal,0,,reserved_zero,0,,non_ut,2,census(medium),180000,210000,226000,41400,56700,76840,124200,226800,384200,134000,200000,260000,134000,260000,453600,226800,,rev_per_bus:Summit SpEd-heavy bids/deals ; ebitda_margin:Solaris/Sunrise (~95% SpEd) + SpEd-rich pipeline ; entry_mult:Summit arbitrage thesis (Stakeholder-T) + IOI heuristic (Notes §8.1) ; ev_per_bus:Summit tuck-in deals ; build_mult:Summit arbitrage thesis (Stakeholder-T),366000,5,~5,single,family-owned,independent,unknown,"[""limousine / town car"", ""airport transfers"", ""weddings / proms / funerals"", ""corporate / personal chauffeur""]","[""Houston / Katy / Sugar Land / Missouri City / Galveston / Richmond TX retail and corporate customers""]",https://www.devinetowncar.com/
